candidate_id,rank,domain,matched_keyword,source,source_text_snippet
CAND_0018499,2,retrieval,search,job_description,...month for an internal recruiter-facing search product. The architecture combined BM25...
CAND_0018499,2,retrieval,retrieval,job_description,"...The architecture combined BM25 + dense retrieval (BGE embeddings, FAISS HNSW) with an LL..."
CAND_0018499,2,retrieval,bm25,job_description,"...arch product. The architecture combined BM25 + dense retrieval (BGE embeddings, FAIS..."
CAND_0018499,2,ranking,rank,headline,...Engineer | Building AI-native search & ranking systems
CAND_0018499,2,ranking,ranking,headline,...Engineer | Building AI-native search & ranking systems
CAND_0018499,2,ranking,rank,summary,"...with a focus on search, retrieval, and ranking. Most recently, I designed the compa..."
CAND_0018499,2,ranking,ranking,summary,"...with a focus on search, retrieval, and ranking. Most recently, I designed the company'..."
CAND_0018499,2,ranking,rank,job_description,Built a RAG-based ranking pipeline serving 50M+ queries per mo...
CAND_0018499,2,ranking,ndcg,job_description,"...ine evaluation framework from scratch — NDCG, MRR, recall@K calibrated against onlin..."
CAND_0018499,2,ranking,rerank,job_description,...e recruiter-feedback loop that surfaced reranking edge cases.
CAND_0018499,2,ranking,ranking,job_description,Built a RAG-based ranking pipeline serving 50M+ queries per month...
CAND_0018499,2,ranking,rank,job_description,Built a RAG-based ranking pipeline serving 50M+ queries per mo...
CAND_0018499,2,ranking,ndcg,job_description,"...ine evaluation framework from scratch — NDCG, MRR, recall@K calibrated against onlin..."
CAND_0018499,2,ranking,rerank,job_description,...e recruiter-feedback loop that surfaced reranking edge cases.
CAND_0018499,2,ranking,ranking,job_description,Built a RAG-based ranking pipeline serving 50M+ queries per month...
CAND_0018499,2,ranking,rank,job_description,"...abels, plus the eval harness using both ranking metrics and human-quality scores. De..."
CAND_0018499,2,ranking,ranking,job_description,"...abels, plus the eval harness using both ranking metrics and human-quality scores. Deplo..."
CAND_0018499,2,evaluation,evaluation,summary,"...nal integration, and the offline/online evaluation that ties it all together. I've shipped..."
CAND_0018499,2,evaluation,ndcg,job_description,"...ine evaluation framework from scratch — NDCG, MRR, recall@K calibrated against onlin..."
CAND_0018499,2,evaluation,offline evaluation,job_description,"...latency budget was tight. Designed the offline evaluation framework from scratch — NDCG, MRR, rec..."
CAND_0018499,2,evaluation,metrics,job_description,...alibrated against online A/B engagement metrics. Drove the migration over 4 months incl...
CAND_0018499,2,evaluation,evaluation,job_description,"...budget was tight. Designed the offline evaluation framework from scratch — NDCG, MRR, rec..."
CAND_0018499,2,evaluation,mrr,job_description,"...aluation framework from scratch — NDCG, MRR, recall@K calibrated against online A/B..."
CAND_0018499,2,evaluation,ndcg,job_description,"...ine evaluation framework from scratch — NDCG, MRR, recall@K calibrated against onlin..."
CAND_0018499,2,evaluation,offline evaluation,job_description,"...latency budget was tight. Designed the offline evaluation framework from scratch — NDCG, MRR, rec..."
CAND_0018499,2,evaluation,metrics,job_description,...alibrated against online A/B engagement metrics. Drove the migration over 4 months incl...
CAND_0018499,2,evaluation,evaluation,job_description,"...budget was tight. Designed the offline evaluation framework from scratch — NDCG, MRR, rec..."
CAND_0018499,2,evaluation,mrr,job_description,"...aluation framework from scratch — NDCG, MRR, recall@K calibrated against online A/B..."
CAND_0018499,2,evaluation,metrics,job_description,...lus the eval harness using both ranking metrics and human-quality scores. Deployed the...
CAND_0018499,2,production_ml,production,summary,"...2 years of hands-on experience building production ML systems, with a focus on search, ret..."
CAND_0018499,2,production_ml,serving,summary,"...ombining BM25 with dense vector recall, serving 50M+ queries per month. My day-to-day w..."
CAND_0018499,2,production_ml,scale,summary,"...y-stage product companies and at larger scale, and I've spent enough time on both tha..."
CAND_0018499,2,production_ml,serving,job_description,Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal...
CAND_0018499,2,production_ml,latency,job_description,...g back to a learning-to-rank model when latency budget was tight. Designed the offline...
CAND_0018499,2,production_ml,serving,job_description,Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal...
CAND_0018499,2,production_ml,latency,job_description,...g back to a learning-to-rank model when latency budget was tight. Designed the offline...
CAND_0018499,2,production_ml,latency,job_description,...entoML on Kubernetes with sub-200ms p95 latency by quantizing to INT8 and batching at t...
CAND_0088025,3,retrieval,search,headline,...Learning Engineer | Building AI-native search & ranking systems
CAND_0088025,3,retrieval,search,summary,"...production ML systems, with a focus on search, retrieval, and ranking. Most recently,..."
CAND_0088025,3,retrieval,retrieval,summary,"...ion ML systems, with a focus on search, retrieval, and ranking. Most recently, I designed..."
CAND_0088025,3,retrieval,bm25,summary,"...first hybrid retrieval system combining BM25 with dense vector recall, serving 50M+..."
CAND_0088025,3,retrieval,retrieval,job_description,...sing a fine-tuned BGE-large) → Pinecone retrieval → learning-to-rank re-scoring (XGBoost)...
CAND_0088025,3,retrieval,retrieval,job_description,...sing a fine-tuned BGE-large) → Pinecone retrieval → learning-to-rank re-scoring (XGBoost)...
CAND_0088025,3,retrieval,search,job_description,...n from keyword-based to embedding-based search across a 30M+ candidate corpus over 8 m...
CAND_0088025,3,ranking,rank,headline,...Engineer | Building AI-native search & ranking systems
CAND_0088025,3,ranking,ranking,headline,...Engineer | Building AI-native search & ranking systems
CAND_0088025,3,ranking,rank,summary,"...with a focus on search, retrieval, and ranking. Most recently, I designed the compa..."
CAND_0088025,3,ranking,ranking,summary,"...with a focus on search, retrieval, and ranking. Most recently, I designed the company'..."
CAND_0088025,3,ranking,rank,job_description,Owned the end-to-end ranking pipeline at a recommendations-heavy...
CAND_0088025,3,ranking,ranking,job_description,Owned the end-to-end ranking pipeline at a recommendations-heavy con...
CAND_0088025,3,ranking,rank,job_description,Owned the end-to-end ranking pipeline at a recommendations-heavy...
CAND_0088025,3,ranking,ranking,job_description,Owned the end-to-end ranking pipeline at a recommendations-heavy con...
CAND_0088025,3,ranking,rank,job_description,...ver 8 months. Designed three successive ranker variants and ran them in A/B testing...
CAND_0088025,3,recommendation,recommendation,job_description,...ed the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sour...
CAND_0088025,3,recommendation,recommendation,job_description,...ed the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sour...
CAND_0088025,3,evaluation,evaluation,summary,"...nal integration, and the offline/online evaluation that ties it all together. I've shipped..."
CAND_0088025,3,evaluation,metrics,job_description,...it was the evaluation: building offline metrics that actually predicted what the recomm...
CAND_0088025,3,evaluation,evaluation,job_description,...hardest part wasn't the ML — it was the evaluation: building offline metrics that actually...
CAND_0088025,3,evaluation,metrics,job_description,...it was the evaluation: building offline metrics that actually predicted what the recomm...
CAND_0088025,3,evaluation,evaluation,job_description,...hardest part wasn't the ML — it was the evaluation: building offline metrics that actually...
CAND_0088025,3,evaluation,a/b testing,job_description,...cessive ranker variants and ran them in A/B testing alongside the legacy keyword system. Th...
CAND_0088025,3,evaluation,metrics,job_description,...ng ranker improved recruiter engagement metrics by 24% and reduced the average time-to-...
CAND_0088025,3,production_ml,production,summary,"...6 years of hands-on experience building production ML systems, with a focus on search, ret..."
CAND_0088025,3,production_ml,serving,summary,"...ombining BM25 with dense vector recall, serving 50M+ queries per month. My day-to-day w..."
CAND_0088025,3,production_ml,scale,summary,"...y-stage product companies and at larger scale, and I've spent enough time on both tha..."
CAND_0069905,4,retrieval,search,headline,"Applied ML Engineer | Search, Ranking & Retrieval"
CAND_0069905,4,retrieval,retrieval,headline,"Applied ML Engineer | Search, Ranking & Retrieval"
CAND_0069905,4,retrieval,search,summary,...led the team that migrated our keyword-search-based product to embedding-based retrie...
CAND_0069905,4,retrieval,retrieval,summary,...search-based product to embedding-based retrieval. Along the way I've gotten comfortable...
CAND_0069905,4,retrieval,semantic search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0069905,4,retrieval,search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0069905,4,retrieval,retrieval,job_description,...e) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module th...
CAND_0069905,4,retrieval,bm25,job_description,"...ent of 35% over the prior Elasticsearch BM25 setup, validated through human relevanc..."
CAND_0069905,4,retrieval,semantic search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0069905,4,retrieval,search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0069905,4,retrieval,retrieval,job_description,...e) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module th...
CAND_0069905,4,retrieval,bm25,job_description,"...ent of 35% over the prior Elasticsearch BM25 setup, validated through human relevanc..."
CAND_0069905,4,ranking,rank,headline,"Applied ML Engineer | Search, Ranking & Retrieval"
CAND_0069905,4,ranking,ranking,headline,"Applied ML Engineer | Search, Ranking & Retrieval"
CAND_0069905,4,recommendation,recommendation,summary,"...n production. Strong background in NLP, recommendation systems, and applied AI; comfortable ac..."
CAND_0069905,4,recommendation,recommendation,job_title,Recommendation Systems Engineer
CAND_0069905,4,search,elasticsearch,job_description,"...vance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human rel..."
CAND_0069905,4,search,elasticsearch,job_description,"...vance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human rel..."
CAND_0069905,4,evaluation,a/b testing,summary,"...comfortable with the operational side — A/B testing, drift monitoring, retraining schedules..."
CAND_0069905,4,evaluation,metrics,job_description,"...valuation framework with both automatic metrics (BLEU, ROUGE) and human-in-the-loop qua..."
CAND_0069905,4,evaluation,evaluation,job_description,...r model for cost control). Designed the evaluation framework with both automatic metrics (...
CAND_0069905,4,production_ml,production,summary,"...erience building ML-powered features in production. Strong background in NLP, recommendati..."
CAND_0069905,4,production_ml,deployment,summary,"...stack from feature engineering through deployment. Recently, I led the team that migrated..."
CAND_0069905,4,production_ml,deployment,job_description,...) and human-in-the-loop quality scores. Deployment cut average ticket resolution time by 3...
CAND_0011687,5,retrieval,search,summary,"...production ML systems, with a focus on search, retrieval, and ranking. Most recently,..."
CAND_0011687,5,retrieval,retrieval,summary,"...ion ML systems, with a focus on search, retrieval, and ranking. Most recently, I owned th..."
CAND_0011687,5,retrieval,retrieval,job_description,...sing a fine-tuned BGE-large) → Pinecone retrieval → learning-to-rank re-scoring (XGBoost)...
CAND_0011687,5,ranking,rank,summary,"...with a focus on search, retrieval, and ranking. Most recently, I owned the offline-..."
CAND_0011687,5,ranking,ndcg,summary,...the offline-online evaluation harness — NDCG/MRR/recall calibrated to live A/B metri...
CAND_0011687,5,ranking,ranking,summary,"...with a focus on search, retrieval, and ranking. Most recently, I owned the offline-onl..."
CAND_0011687,5,ranking,rank,job_description,Owned the end-to-end ranking pipeline at a recommendations-heavy...
CAND_0011687,5,ranking,ranking,job_description,Owned the end-to-end ranking pipeline at a recommendations-heavy con...
CAND_0011687,5,ranking,rank,job_description,"...abels, plus the eval harness using both ranking metrics and human-quality scores. De..."
CAND_0011687,5,ranking,ranking,job_description,"...abels, plus the eval harness using both ranking metrics and human-quality scores. Deplo..."
CAND_0011687,5,recommendation,recommendation,job_description,...ed the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sour...
CAND_0011687,5,evaluation,ndcg,summary,...the offline-online evaluation harness — NDCG/MRR/recall calibrated to live A/B metri...
CAND_0011687,5,evaluation,metrics,summary,"...NDCG/MRR/recall calibrated to live A/B metrics, with an index footprint of ~600GB and..."
CAND_0011687,5,evaluation,evaluation,summary,"...st recently, I owned the offline-online evaluation harness — NDCG/MRR/recall calibrated to..."
CAND_0011687,5,evaluation,mrr,summary,"...ffline-online evaluation harness — NDCG/MRR/recall calibrated to live A/B metrics,..."
CAND_0011687,5,evaluation,metrics,job_description,...it was the evaluation: building offline metrics that actually predicted what the recomm...
CAND_0011687,5,evaluation,evaluation,job_description,...hardest part wasn't the ML — it was the evaluation: building offline metrics that actually...
CAND_0011687,5,evaluation,metrics,job_description,...lus the eval harness using both ranking metrics and human-quality scores. Deployed the...
CAND_0011687,5,production_ml,production,headline,Senior NLP Engineer | Production ML at scale | 7.8+ yrs
CAND_0011687,5,production_ml,scale,headline,Senior NLP Engineer | Production ML at scale | 7.8+ yrs
CAND_0011687,5,production_ml,production,summary,"...8 years of hands-on experience building production ML systems, with a focus on search, ret..."
CAND_0011687,5,production_ml,scale,summary,"...y-stage product companies and at larger scale, and I've spent enough time on both tha..."
CAND_0011687,5,production_ml,latency,job_description,...entoML on Kubernetes with sub-200ms p95 latency by quantizing to INT8 and batching at t...
CAND_0033861,6,retrieval,search,headline,...enior NLP Engineer | Building AI-native search & ranking systems
CAND_0033861,6,retrieval,search,summary,"...production ML systems, with a focus on search, retrieval, and ranking. Most recently,..."
CAND_0033861,6,retrieval,retrieval,summary,"...ion ML systems, with a focus on search, retrieval, and ranking. Most recently, I drove th..."
CAND_0033861,6,retrieval,semantic search,job_description,...the design and rollout of a large-scale semantic search system serving an internal corpus of 35...
CAND_0033861,6,retrieval,search,job_description,...n and rollout of a large-scale semantic search system serving an internal corpus of 35...
CAND_0033861,6,retrieval,retrieval,job_description,...items. Migrated the existing BM25-only retrieval to a hybrid setup combining sparse and...
CAND_0033861,6,retrieval,bm25,job_description,...us of 35M+ items. Migrated the existing BM25-only retrieval to a hybrid setup combin...
CAND_0033861,6,ranking,rank,headline,...Engineer | Building AI-native search & ranking systems
CAND_0033861,6,ranking,ranking,headline,...Engineer | Building AI-native search & ranking systems
CAND_0033861,6,ranking,rank,summary,"...with a focus on search, retrieval, and ranking. Most recently, I drove the platform..."
CAND_0033861,6,ranking,ranking,summary,"...with a focus on search, retrieval, and ranking. Most recently, I drove the platform's..."
CAND_0033861,6,ranking,rank,job_description,"...abels, plus the eval harness using both ranking metrics and human-quality scores. De..."
CAND_0033861,6,ranking,ranking,job_description,"...abels, plus the eval harness using both ranking metrics and human-quality scores. Deplo..."
CAND_0033861,6,ranking,ndcg,job_description,...etrieval latency by 60% while improving NDCG@10 by 18% on our held-out eval set. Spe...
CAND_0033861,6,ranking,re-ranking,job_description,"...ansformer embeddings), and a behavioral re-ranking layer. The most interesting technical c..."
CAND_0033861,6,ranking,rank,job_description,"...former embeddings), and a behavioral re-ranking layer. The most interesting technica..."
CAND_0033861,6,ranking,ranking,job_description,"...former embeddings), and a behavioral re-ranking layer. The most interesting technical c..."
CAND_0033861,6,recommendation,recommendation,job_description,"Built and shipped a production recommendation system at a marketplace product, going..."
CAND_0033861,6,recommendation,collaborative filtering,job_description,"...B test in 5 months. The system combined collaborative filtering (matrix factorization), content-based f..."
CAND_0033861,6,evaluation,evaluation,summary,"...nal integration, and the offline/online evaluation that ties it all together. I've shipped..."
CAND_0033861,6,evaluation,metrics,job_description,...lus the eval harness using both ranking metrics and human-quality scores. Deployed the...
CAND_0033861,6,evaluation,ndcg,job_description,...etrieval latency by 60% while improving NDCG@10 by 18% on our held-out eval set. Spe...
CAND_0033861,6,production_ml,production,summary,"...0 years of hands-on experience building production ML systems, with a focus on search, ret..."
CAND_0033861,6,production_ml,scale,summary,"...y-stage product companies and at larger scale, and I've spent enough time on both tha..."
CAND_0033861,6,production_ml,latency,job_description,...entoML on Kubernetes with sub-200ms p95 latency by quantizing to INT8 and batching at t...
CAND_0033861,6,production_ml,serving,job_description,...of a large-scale semantic search system serving an internal corpus of 35M+ items. Migra...
CAND_0033861,6,production_ml,scale,job_description,Owned the design and rollout of a large-scale semantic search system serving an inter...
CAND_0033861,6,production_ml,latency,job_description,...). The new system reduced p95 retrieval latency by 60% while improving NDCG@10 by 18% o...
CAND_0033861,6,production_ml,production,job_description,Built and shipped a production recommendation system at a marketplace...
CAND_0070398,7,retrieval,search,headline,"Machine Learning Engineer | Search, Ranking & Retrieval"
CAND_0070398,7,retrieval,retrieval,headline,"...e Learning Engineer | Search, Ranking & Retrieval"
CAND_0070398,7,retrieval,semantic search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0070398,7,retrieval,search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0070398,7,retrieval,retrieval,job_description,...e) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module th...
CAND_0070398,7,retrieval,bm25,job_description,"...ent of 35% over the prior Elasticsearch BM25 setup, validated through human relevanc..."
CAND_0070398,7,retrieval,semantic search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0070398,7,retrieval,search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0070398,7,retrieval,retrieval,job_description,...e) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module th...
CAND_0070398,7,retrieval,bm25,job_description,"...ent of 35% over the prior Elasticsearch BM25 setup, validated through human relevanc..."
CAND_0070398,7,ranking,rank,headline,"Machine Learning Engineer | Search, Ranking & Retrieval"
CAND_0070398,7,ranking,ranking,headline,"Machine Learning Engineer | Search, Ranking & Retrieval"
CAND_0070398,7,ranking,rank,job_description,Trained and shipped multiple ranking models for our product's discovery f...
CAND_0070398,7,ranking,ranking,job_description,Trained and shipped multiple ranking models for our product's discovery feed...
CAND_0070398,7,recommendation,recommendation,summary,"...n production. Strong background in NLP, recommendation systems, and applied AI; comfortable ac..."
CAND_0070398,7,search,elasticsearch,job_description,"...vance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human rel..."
CAND_0070398,7,search,elasticsearch,job_description,"...vance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human rel..."
CAND_0070398,7,evaluation,a/b testing,summary,"...comfortable with the operational side — A/B testing, drift monitoring, retraining schedules..."
CAND_0070398,7,evaluation,metrics,job_description,...analysis that determined which offline metrics actually predicted A/B test outcomes. W...
CAND_0070398,7,production_ml,production,summary,"...erience building ML-powered features in production. Strong background in NLP, recommendati..."
CAND_0070398,7,production_ml,deployment,summary,"...stack from feature engineering through deployment. Recently, I've been the de-facto ML le..."
CAND_0050454,8,retrieval,search,summary,...led the team that migrated our keyword-search-based product to embedding-based retrie...
CAND_0050454,8,retrieval,retrieval,summary,...search-based product to embedding-based retrieval. I care a lot about evaluation rigor —...
CAND_0050454,8,retrieval,semantic search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0050454,8,retrieval,search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0050454,8,retrieval,retrieval,job_description,...e) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module th...
CAND_0050454,8,retrieval,bm25,job_description,"...ent of 35% over the prior Elasticsearch BM25 setup, validated through human relevanc..."
CAND_0050454,8,retrieval,search,job_description,"...ned the ranking layer for an e-commerce search product, evolving it from a hand-tuned..."
CAND_0050454,8,retrieval,semantic search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0050454,8,retrieval,search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0050454,8,retrieval,retrieval,job_description,...e) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module th...
CAND_0050454,8,retrieval,bm25,job_description,"...ent of 35% over the prior Elasticsearch BM25 setup, validated through human relevanc..."
CAND_0050454,8,ranking,rank,job_description,Owned the ranking layer for an e-commerce search produ...
CAND_0050454,8,ranking,ranking,job_description,"Owned the ranking layer for an e-commerce search product,..."
CAND_0050454,8,recommendation,recommendation,summary,"...n production. Strong background in NLP, recommendation systems, and applied AI; comfortable ac..."
CAND_0050454,8,search,elasticsearch,job_description,"...vance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human rel..."
CAND_0050454,8,search,elasticsearch,job_description,"...vance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human rel..."
CAND_0050454,8,evaluation,evaluation,summary,...ing-based retrieval. I care a lot about evaluation rigor — too many teams ship models with...
CAND_0050454,8,production_ml,production,summary,"...erience building ML-powered features in production. Strong background in NLP, recommendati..."
CAND_0050454,8,production_ml,deployment,summary,"...stack from feature engineering through deployment. Recently, I led the team that migrated..."
CAND_0052682,9,ranking,rank,job_description,...laborative filtering with content-based ranking. The system uses item-item similarit...
CAND_0052682,9,ranking,ranking,job_description,...laborative filtering with content-based ranking. The system uses item-item similarity (...
CAND_0052682,9,recommendation,recommendation,summary,"...n production. Strong background in NLP, recommendation systems, and applied AI; comfortable ac..."
CAND_0052682,9,recommendation,recommendation,job_description,Built a content recommendation system serving 10M+ users that combined...
CAND_0052682,9,recommendation,collaborative filtering,job_description,...system serving 10M+ users that combined collaborative filtering with content-based ranking. The system...
CAND_0052682,9,evaluation,evaluation,summary,...ross NLP and recsys. I care a lot about evaluation rigor — too many teams ship models with...
CAND_0052682,9,evaluation,a/b testing,job_description,...eature pipeline (~200 features) and the A/B testing infrastructure. The launch improved 7-d...
CAND_0052682,9,evaluation,metrics,job_description,"...valuation framework with both automatic metrics (BLEU, ROUGE) and human-in-the-loop qua..."
CAND_0052682,9,evaluation,evaluation,job_description,...r model for cost control). Designed the evaluation framework with both automatic metrics (...
CAND_0052682,9,production_ml,production,summary,"...erience building ML-powered features in production. Strong background in NLP, recommendati..."
CAND_0052682,9,production_ml,deployment,summary,"...stack from feature engineering through deployment. Recently, I've been the de-facto ML le..."
CAND_0052682,9,production_ml,serving,job_description,Built a content recommendation system serving 10M+ users that combined collaborative...
CAND_0052682,9,production_ml,deployment,job_description,...) and human-in-the-loop quality scores. Deployment cut average ticket resolution time by 3...
CAND_0010685,10,retrieval,semantic search,summary,"...rough deployment. Recently, I built our semantic search infrastructure from scratch — sentence-..."
CAND_0010685,10,retrieval,search,summary,"...loyment. Recently, I built our semantic search infrastructure from scratch — sentence-..."
CAND_0010685,10,retrieval,search,job_description,"...ned the ranking layer for an e-commerce search product, evolving it from a hand-tuned..."
CAND_0010685,10,retrieval,semantic search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0010685,10,retrieval,search,job_description,Developed a semantic search feature for an internal knowledge base...
CAND_0010685,10,retrieval,retrieval,job_description,...e) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module th...
CAND_0010685,10,retrieval,bm25,job_description,"...ent of 35% over the prior Elasticsearch BM25 setup, validated through human relevanc..."
CAND_0010685,10,retrieval,search,job_title,Search Engineer
CAND_0010685,10,ranking,rank,summary,...spent enough time debugging production ranking issues to know which signals matter...
CAND_0010685,10,ranking,ranking,summary,...spent enough time debugging production ranking issues to know which signals matter and...
CAND_0010685,10,ranking,rank,job_description,Owned the ranking layer for an e-commerce search produ...
CAND_0010685,10,ranking,ranking,job_description,"Owned the ranking layer for an e-commerce search product,..."
CAND_0010685,10,ranking,rank,job_description,Trained and shipped multiple ranking models for our product's discovery f...
CAND_0010685,10,ranking,ranking,job_description,Trained and shipped multiple ranking models for our product's discovery feed...
CAND_0010685,10,recommendation,recommendation,summary,"...n production. Strong background in NLP, recommendation systems, and applied AI; comfortable ac..."
CAND_0010685,10,search,elasticsearch,job_description,"...vance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human rel..."
CAND_0010685,10,search,search engine,job_title,Search Engineer
CAND_0010685,10,evaluation,metrics,job_description,...analysis that determined which offline metrics actually predicted A/B test outcomes. W...
CAND_0010685,10,production_ml,production,summary,"...erience building ML-powered features in production. Strong background in NLP, recommendati..."
CAND_0010685,10,production_ml,deployment,summary,"...stack from feature engineering through deployment. Recently, I built our semantic search..."
CAND_0010685,10,production_ml,production,job_description,Built and operated production ML pipelines using MLflow for experimen...
CAND_0071974,11,retrieval,search,summary,"...production ML systems, with a focus on search, retrieval, and ranking. Most recently,..."
CAND_0071974,11,retrieval,retrieval,summary,"...ion ML systems, with a focus on search, retrieval, and ranking. Most recently, I led the..."
CAND_0071974,11,retrieval,retrieval,job_description,...sing a fine-tuned BGE-large) → Pinecone retrieval → learning-to-rank re-scoring (XGBoost)...
CAND_0071974,11,ranking,rank,summary,"...with a focus on search, retrieval, and ranking. Most recently, I led the migration..."
CAND_0071974,11,ranking,ranking,summary,"...with a focus on search, retrieval, and ranking. Most recently, I led the migration fro..."
CAND_0071974,11,ranking,rank,job_description,Owned the end-to-end ranking pipeline at a recommendations-heavy...
CAND_0071974,11,ranking,ranking,job_description,Owned the end-to-end ranking pipeline at a recommendations-heavy con...
CAND_0071974,11,ranking,rank,job_description,"...abels, plus the eval harness using both ranking metrics and human-quality scores. De..."
CAND_0071974,11,ranking,ranking,job_description,"...abels, plus the eval harness using both ranking metrics and human-quality scores. Deplo..."
CAND_0071974,11,ranking,re-ranking,job_description,"...ansformer embeddings), and a behavioral re-ranking layer. The most interesting technical c..."
CAND_0071974,11,ranking,rank,job_description,"...former embeddings), and a behavioral re-ranking layer. The most interesting technica..."
CAND_0071974,11,ranking,ranking,job_description,"...former embeddings), and a behavioral re-ranking layer. The most interesting technical c..."
